GAME_ID,GAME_DATE,TEAM_ID,PTS
1522400043,2024-07-17,1610612760,99
1522400040,2024-07-17,1610612761,76
1022400148,2024-07-17,1611661325,93
1522400040,2024-07-17,1610612762,86
1022400148,2024-07-17,1611661321,101
1522400039,2024-07-17,1610612758,99
1522400043,2024-07-17,1610612756,100
1022400147,2024-07-17,1611661330,79
1522400039,2024-07-17,1610612752,106
1522400045,2024-07-17,1610612739,85
1522400042,2024-07-17,1610612753,98
1522400044,2024-07-17,1610612747,87
1522400038,2024-07-17,1610612742,79
1522400039,2024-07-17,1610612758,6
1522400041,2024-07-17,1610612738,89
1522400042,2024-07-17,1610612763,104
1522400038,2024-07-17,1610612748,92
1522400032,2024-07-16,1610612766,80
1522400033,2024-07-16,1610612741,77
1522400033,2024-07-16,1610612765,85
1522400035,2024-07-16,1610612764,80
1522400036,2024-07-16,1610612749,97
1522400032,2024-07-16,1610612743,66
1022400146,2024-07-16,1611661329,93
1522400035,2024-07-16,1610612757,82
1522400031,2024-07-16,1610612752,85
1522400031,2024-07-16,1610612751,92
1022400144,2024-07-16,1611661328,89
1522400034,2024-07-16,1610612750,90
1522400036,2024-07-16,1610612746,112
1022400143,2024-07-16,1611661322,87
1022400145,2024-07-16,1611661313,82
1022400144,2024-07-16,1611661320,83
1022400146,2024-07-16,1611661319,85
1522400030,2024-07-16,1610612756,94
1522400030,2024-07-16,1610612754,98
1522400034,2024-07-16,1610612755,92
1022400143,2024-07-16,1611661317,96
1522400037,2024-07-16,1610612759,90
1522400037,2024-07-16,1610612740,85
1022400145,2024-07-16,1611661323,74
1522400028,2024-07-15,1610612758,78
1522400026,2024-07-15,1610612742,0
1522400028,2024-07-15,1610612758,4
1522400029,2024-07-15,1610612747,74
1522400027,2024-07-15,1610612755,95
1522400027,2024-07-15,1610612757,97
1522400024,2024-07-15,1610612760,73
1522400026,2024-07-15,1610612763,108
1522400024,2024-07-15,1610612748,102
1522400028,2024-07-15,1610612762,70
1522400026,2024-07-15,1610612742,88
1522400025,2024-07-15,1610612765,87
1522400029,2024-07-15,1610612738,88
1522400025,2024-07-15,1610612745,73
1522400020,2024-07-14,1610612740,86
1522400017,2024-07-14,1610612746,87
1522400021,2024-07-14,1610612737,76
1022400142,2024-07-14,1611661324,74
1522400023,2024-07-14,1610612744,92
1522400023,2024-07-14,1610612741,82
1522400019,2024-07-14,1610612745,109
1522400018,2024-07-14,1610612754,94
1022400139,2024-07-14,1611661323,96
1022400141,2024-07-14,1611661328,81
1522400017,2024-07-14,1610612751,78
1522400019,2024-07-14,1610612764,91
1022400141,2024-07-14,1611661330,70
1522400021,2024-07-14,1610612759,79
1522400016,2024-07-14,1610612749,81
1522400022,2024-07-14,1610612761,84
1522400022,2024-07-14,1610612743,81
1522400018,2024-07-14,1610612750,105
1022400140,2024-07-14,1611661319,89
1522400016,2024-07-14,1610612739,112
1022400142,2024-07-14,1611661325,81
1022400140,2024-07-14,1611661322,77
1022400139,2024-07-14,1611661317,69
1522400020,2024-07-14,1610612753,91
1522400011,2024-07-13,1610612755,94
1522400014,2024-07-13,1610612742,89
1522400010,2024-07-13,1610612738,114
1522400014,2024-07-13,1610612762,90
1522400012,2024-07-13,1610612761,94
1522400010,2024-07-13,1610612748,119
